Author,Title,State,District,Ban Status,Year,AI_Theme,AI_Theme_Confidence,AI_Theme_Reason
"Reynolds, Jason",All American Boys,Florida,Charlotte County Public Schools,Banned,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",All American Boys,Florida,Escambia County Public Schools,Banned by restriction,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",All American Boys,Florida,Hernando County Schools,Banned pending investigation,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",All American Boys,Florida,Nassau County School District,Banned by restriction,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",All American Boys,Florida,St. John's County School District,Banned by restriction,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",All American Boys,Iowa,Lisbon Community School District,Banned,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",All American Boys,Iowa,Spirit Lake Community School District,Banned,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",All American Boys,Iowa,Springville Community School District,Banned,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",Long Way Down,Wisconsin,Elkhorn Area School District,Banned pending investigation,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",Look Both Ways: A Tale Told in Ten Blocks,North Carolina,Iredell-Statesville,Banned,2023,Race / Racism,medium,Author/title commonly centers racial or cultural identity.
"Reynolds, Jason",Patina,Florida,Clay County School District,Banned by restriction,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason","Stamped (For Kids): Racism, Antiracism, and You",Florida,Hernando County Schools,Banned pending investigation,2023,Race / Racism,high,"Race, racism, or cultural identity appears central."
"Reynolds, Jason","Stamped (For Kids): Racism, Antiracism, and You",Iowa,Adel DeSoto Minburn Community School District,Banned,2023,Race / Racism,high,"Race, racism, or cultural identity appears central."
"Reynolds, Jason","Stamped (For Kids): Racism, Antiracism, and You",Pennsylvania,Blackhawk School District,Banned pending investigation,2023,Race / Racism,high,"Race, racism, or cultural identity appears central."
"Reynolds, Jason","Stamped: Racism, Antiracism, and You",Iowa,Spencer Community School District,Banned,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason","Stamped: Racism, Antiracism, and You",North Carolina,New Hanover County Schools,Banned by restriction,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Reynolds, Jason",When I Was the Greatest,Florida,Bay District Schools,Banned pending investigation,2023,Race / Racism,medium,Author/title commonly centers racial or cultural identity.
"Reynolds, Jason",When I Was the Greatest,Florida,Escambia County Public Schools,Banned pending investigation,2023,Race / Racism,medium,Author/title commonly centers racial or cultural identity.
"Reynolds, Jason",When I Was the Greatest,Wisconsin,Elkhorn Area School District,Banned pending investigation,2023,Race / Racism,medium,Author/title commonly centers racial or cultural identity.
"Reynolds, Marilyn",Beyond Dreams,Florida,Collier County Public Schools,Banned,2023,Other / Unclear,low,Insufficient title/author information to identify a main theme.
"Reynolds, Marilyn",Telling,Florida,Clay County School District,Banned,2023,Other / Unclear,low,Insufficient title/author information to identify a main theme.
"Reynolds, Marilyn",Too Soon For Jeff,Florida,Collier County Public Schools,Banned,2023,Other / Unclear,low,Insufficient title/author information to identify a main theme.
"Reynolds, Toby",Fearless Women: Courageous Females Who Refused to Be Denied,Florida,Escambia County Public Schools,Banned pending investigation,2023,Other / Unclear,low,Insufficient title/author information to identify a main theme.
"Rhodes-Courter, Ashley",Three Little Words: A Memoir (ARC),Florida,Escambia County Public Schools,Banned pending investigation,2023,Violence / Trauma,high,"Violence, abuse, or trauma is central."
"Rhodes, Jewel Parker",Ghost Boys,Florida,Nassau County School District,Banned,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Rhodes, Jewel Parker",Ghost Boys,Florida,Seminole County Public Schools,Banned by restriction,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Rhodes, Jewel Parker",Ghost Boys,Texas,Lake Travis Independent School District,Banned by restriction,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Rhodes, Jewel Parker",Ghost Boys,Wisconsin,Elkhorn Area School District,Banned pending investigation,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Rhys, Jean",Wide Sargasso Sea,Florida,Orange County Public Schools,Banned pending investigation,2023,Race / Racism,medium,Author/title commonly centers racial or cultural identity.
"Ribay, Randy",Patron Saints of Nothing,Wisconsin,Elkhorn Area School District,Banned pending investigation,2023,Race / Racism,high,"Race, racism, or cultural identity is central."
"Ribowsky, Mark",Hank: The Short Life and Long Country Road of Hank Williams,Florida,Escambia County Public Schools,Banned pending investigation,2023,Other / Unclear,low,Insufficient title/author information to identify a main theme.
"Rice, Anne",Blackwood Farm,Florida,Collier County Public Schools,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",Lasher,Florida,Collier County Public Schools,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",Memnoch the Devil,Florida,Santa Rosa County Schools,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",Queen of the Damned,Florida,Collier County Public Schools,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",Taltos,Florida,Collier County Public Schools,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",The Tale of a Body Thief,Florida,Clay County School District,Banned,2023,Sexuality / Sex Education,high,"Sexuality, bodies, or sex education appears central."
"Rice, Anne",The Tale of a Body Thief,Florida,Collier County Public Schools,Banned,2023,Sexuality / Sex Education,high,"Sexuality, bodies, or sex education appears central."
"Rice, Anne",The Vampire Armand,Florida,Clay County School District,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",The Vampire Armand,Florida,Collier County Public Schools,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",The Vampire Armand,Florida,Orange County Public Schools,Banned by restriction,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",The Vampire Armand,Florida,Santa Rosa County Schools,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",The Vampire Lestat,Florida,Collier County Public Schools,Banned,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Rice, Anne",The Witching Hour,Florida,Orange County Public Schools,Banned by restriction,2023,Violence / Trauma,medium,Author/work often centers conflict or trauma.
"Richards, Keith",Life,Florida,Orange County Public Schools,Banned by restriction,2023,Other / Unclear,low,Insufficient title/author information to identify a main theme.
"Richardson, Jean",Tag-along Timothy Tours Texas,Texas,North East Independent School District,Banned,2023,Other / Unclear,low,Insufficient title/author information to identify a main theme.
"Richardson, Justin",And Tango Makes Three,Florida,Charlotte County Public Schools,Banned,2023,LGBTQ+ / Gender,high,LGBTQ+ or gender identity is central.
"Richardson, Justin",And Tango Makes Three,Florida,Hernando County Schools,Banned pending investigation,2023,LGBTQ+ / Gender,high,LGBTQ+ or gender identity is central.
"Richardson, Justin",And Tango Makes Three,Florida,Nassau County School District,Banned,2023,LGBTQ+ / Gender,high,LGBTQ+ or gender identity is central.
"Richardson, Justin",And Tango Makes Three,Iowa,Clear Creek-Amana Community School District,Banned pending investigation,2023,LGBTQ+ / Gender,high,LGBTQ+ or gender identity is central.
"Richardson, Justin",And Tango Makes Three,Iowa,Dallas Center-Grimes Community School District,Banned pending investigation,2023,LGBTQ+ / Gender,high,LGBTQ+ or gender identity is central.
"Richardson, Justin",And Tango Makes Three,Iowa,Marshalltown Community School District,Banned,2023,LGBTQ+ / Gender,high,LGBTQ+ or gender identity is central.
"Richardson, Justin",And Tango Makes Three,Iowa,Nodaway Valley Community School District,Banned pending investigation,2023,LGBTQ+ / Gender,high,LGBTQ+ or gender identity is central.
"Riggs, Ransom",Hollow City: The Graphic Novel,Florida,Escambia County Public Schools,Banned pending investigation,2023,Other / Unclear,low,Insufficient title/author information to identify a main theme.
"Riggs, Ransom",Miss Peregrine’s Home for Peculiar Children,Wisconsin,Elkhorn Area School District,Banned pending investigation,2023,Other / Unclear,low,"Inclusive theme possible, but specific issue unclear."
"Rinaldi, Ann","My Heart is on the Ground: The Diary of Nannie Little Rose, a Sioux Girl",Florida,Escambia County Public Schools,Banned pending investigation,2023,Sexuality / Sex Education,low,"Romance theme possible, but content unclear."
"Riordan, Rick",Percy Jackson's Greek Gods,Florida,Charlotte County Public Schools,Banned,2023,Religion,medium,Author/work is often linked to religious objections.
"Riordan, Rick",The Blood of Olympus,Iowa,Clear Creek-Amana Community School District,Banned pending investigation,2023,Violence / Trauma,high,"Violence, death, abuse, or trauma appears central."
"Riordan, Rick",The Burning Maze,Iowa,Clear Creek-Amana Community School District,Banned pending investigation,2023,Religion,medium,Author/work is often linked to religious objections.
"Riordan, Rick",The Dark Prophecy,Iowa,Clear Creek-Amana Community School District,Banned pending investigation,2023,Religion,medium,Author/work is often linked to religious objections.
"Riordan, Rick",The Hidden Oracle,Iowa,Clear Creek-Amana Community School District,Banned pending investigation,2023,Religion,medium,Author/work is often linked to religious objections.
"Riordan, Rick",The House of Hades,Iowa,Alta-Aurelia Community Schools,Banned pending investigation,2023,Religion,medium,Author/work is often linked to religious objections.
"Riordan, Rick",The House of Hades,Iowa,Clear Creek-Amana Community School District,Banned pending investigation,2023,Religion,medium,Author/work is often linked to religious objections.
"Riordan, Rick",The House of Hades,Iowa,Lake Mills Community School District,Banned,2023,Religion,medium,Author/work is often linked to religious objections.
"Riordan, Rick",The Lost Hero,Iowa,Clear Creek-Amana Community School District,Banned pending investigation,2023,Religion,medium,Author/work is often linked to religious objections.
"Riordan, Rick",The Mark of Athena,Iowa,Clear Creek-Amana Community School District,Banned pending investigation,2023,Religion,medium,Author/work is often linked to religious objections.
